mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.011213223139444986,0.0013926834500667322,0.00517423947652181,0.00038392500353985506,3,2,"{'model__max_depth': 3, 'model__min_samples_leaf': 2}",0.764905655592123,0.8049600718422218,0.807061214596036,0.7923089806767937,0.019396054057291823,1
0.009476423263549805,0.0005242306093986738,0.004706939061482747,5.879015203816754e-05,3,5,"{'model__max_depth': 3, 'model__min_samples_leaf': 5}",0.764905655592123,0.8049600718422218,0.807061214596036,0.7923089806767937,0.019396054057291823,1
0.009145736694335938,4.8897319805111066e-05,0.004818360010782878,9.203087548280333e-05,3,10,"{'model__max_depth': 3, 'model__min_samples_leaf': 10}",0.7377126406784766,0.8049600718422218,0.807061214596036,0.7832446423722449,0.032207412023724784,3
0.010232845942179361,0.0007512639753033431,0.004726092020670573,0.0001061510511348628,5,2,"{'model__max_depth': 5, 'model__min_samples_leaf': 2}",0.7692883247517313,0.7580477863490537,0.7747653376422092,0.767367149580998,0.006958798547512975,4
0.010095357894897461,0.00025638020908110324,0.004797061284383138,0.00013647797166761012,5,5,"{'model__max_depth': 5, 'model__min_samples_leaf': 5}",0.765750600861674,0.7585308438190409,0.7742838999921045,0.766188448224273,0.00643860634157347,6
0.010086536407470703,0.0006455021182831867,0.005115032196044922,0.00022209361438718935,5,10,"{'model__max_depth': 5, 'model__min_samples_leaf': 10}",0.7571461444973856,0.7363416725118852,0.7902898973685489,0.7612592381259399,0.02221547352176298,7
0.010695219039916992,5.903191378784486e-05,0.004837433497111003,5.287101850513146e-05,8,2,"{'model__max_depth': 8, 'model__min_samples_leaf': 2}",0.7288747597618966,0.7338696162225574,0.7635665968999302,0.7421036576281281,0.015312967694178918,11
0.010718425114949545,0.0006214378117259461,0.004803816477457683,8.4654003704878e-05,8,5,"{'model__max_depth': 8, 'model__min_samples_leaf': 5}",0.7301104182326603,0.7402533179897417,0.7668604428850271,0.7457413930358098,0.015496887940719946,10
0.010466655095418295,0.00025247543164881456,0.004672606786092122,5.791505245429956e-05,8,10,"{'model__max_depth': 8, 'model__min_samples_leaf': 10}",0.7259103641456583,0.744110013989984,0.8009530886557319,0.7569911555971247,0.03196138797884209,8
0.011147101720174154,0.00019757371700080618,0.0048054854075113935,0.00011521750340192963,,2,"{'model__max_depth': None, 'model__min_samples_leaf': 2}",0.735393143332104,0.6870616069255796,0.7402487718911877,0.7209011740496237,0.024010157705062592,12
0.010914802551269531,0.0002769940307266623,0.00472267468770345,5.187977081018712e-05,,5,"{'model__max_depth': None, 'model__min_samples_leaf': 5}",0.7373711814501288,0.7493878011812102,0.7659436918597478,0.7509008914970289,0.011713643597811175,9
0.01064459482828776,0.0003091425392345236,0.0047753651936848955,9.00255281050579e-05,,10,"{'model__max_depth': None, 'model__min_samples_leaf': 10}",0.741511378175138,0.746313853470644,0.8112492827400235,0.7663581714619352,0.031803300102109605,5
