mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.009658892949422201,0.0006522132543317919,0.005051374435424805,0.0004984283192412349,3,2,"{'model__max_depth': 3, 'model__min_samples_leaf': 2}",0.8065233254320404,0.7930249088070397,0.7831657231278045,0.7942379857889615,0.009574203645691651,1
0.009645938873291016,0.00038785893607729715,0.004900217056274414,0.00012747094909747972,3,5,"{'model__max_depth': 3, 'model__min_samples_leaf': 5}",0.8065233254320404,0.7930249088070397,0.7831657231278045,0.7942379857889615,0.009574203645691651,1
0.009732723236083984,0.00035483130472736135,0.00524592399597168,0.00014752813044954964,3,10,"{'model__max_depth': 3, 'model__min_samples_leaf': 10}",0.8050000969911064,0.7930249088070397,0.7831657231278045,0.7937302429753169,0.00892778780801137,3
0.010445276896158854,0.0005283999896303874,0.005524237950642903,0.0008887514747595223,5,2,"{'model__max_depth': 5, 'model__min_samples_leaf': 2}",0.7682447049418922,0.7874628464718354,0.795633212830665,0.7837802547481308,0.011480525610672624,6
0.009599049886067709,4.023666229015297e-05,0.004744211832682292,6.020445491914548e-05,5,5,"{'model__max_depth': 5, 'model__min_samples_leaf': 5}",0.7683821340595122,0.8021239462565828,0.7948052447270197,0.788437108347705,0.014492350701772776,5
0.010007858276367188,0.00015646109126475456,0.004843393961588542,4.419448499449022e-05,5,10,"{'model__max_depth': 5, 'model__min_samples_leaf': 10}",0.7714556277056278,0.8012448683061982,0.7959618644592105,0.7895541201570122,0.012978035397584499,4
0.010587612787882486,0.00027956557243364466,0.004946549733479817,0.0001544675602732104,8,2,"{'model__max_depth': 8, 'model__min_samples_leaf': 2}",0.7854860794157918,0.7407953975406386,0.7813839900417529,0.7692218223327277,0.02017015954578077,8
0.010095675786336264,0.00019188319998105478,0.004811286926269531,0.00021492294354255053,8,5,"{'model__max_depth': 8, 'model__min_samples_leaf': 5}",0.7905118369698183,0.7612905600537999,0.7703791089069205,0.7740605019768463,0.012210248355435696,7
0.010577758153279623,0.00018006021148680293,0.005306720733642578,0.00035705302981616703,8,10,"{'model__max_depth': 8, 'model__min_samples_leaf': 10}",0.7848182253145252,0.7460418508694371,0.7681623931623932,0.7663408231154518,0.01588270320932713,9
0.011664628982543945,0.0004937566459960633,0.004961649576822917,8.21374977607505e-05,,2,"{'model__max_depth': None, 'model__min_samples_leaf': 2}",0.74899084063897,0.7364514563498513,0.7519913712611482,0.7458112227499899,0.006730761041790599,12
0.011720498402913412,0.0010321873277562362,0.005728562672932942,0.0013273753114617071,,5,"{'model__max_depth': None, 'model__min_samples_leaf': 5}",0.7840415697064606,0.7485361605198807,0.7622364428810876,0.7649380577024764,0.014620363934343482,10
0.010548591613769531,0.00034526747690927164,0.004764954249064128,8.954817605597822e-05,,10,"{'model__max_depth': None, 'model__min_samples_leaf': 10}",0.7844409957617504,0.7482957659325443,0.756417592926066,0.7630514515401202,0.015483872683859996,11
