mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.23721067110697427,0.012546612116782103,0.018763224283854168,0.0033499081924245606,5,sqrt,2,"{'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2}",0.8109299250227217,0.7692779641904023,0.779784394274628,0.7866640944959173,0.01768651400823752,12
0.21976947784423828,0.018436010282631872,0.015874385833740234,0.0022357068465570324,5,sqrt,5,"{'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5}",0.8024757065686036,0.7659223820871374,0.7971559280711397,0.7885180055756269,0.016124446480230023,11
0.3264341354370117,0.004886314138773207,0.014708280563354492,0.0002915819258271751,5,0.7,2,"{'model__max_depth': 5, 'model__max_features': 0.7, 'model__min_samples_leaf': 2}",0.8090414662905049,0.7838979295316925,0.8144221250708465,0.8024538402976814,0.013303614558811258,2
0.31641292572021484,0.004570421556897363,0.014198939005533854,7.836426962496519e-05,5,0.7,5,"{'model__max_depth': 5, 'model__max_features': 0.7, 'model__min_samples_leaf': 5}",0.8125428674297734,0.7676871605302656,0.81115526166788,0.797128429875973,0.020825827201698004,8
0.23186254501342773,0.0011175212310883446,0.016154686609903973,0.0001512977494530852,8,sqrt,2,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2}",0.8091071428571429,0.7916694867296789,0.8021316614420062,0.8009694303429425,0.007166172788438939,3
0.22678510348002115,0.003622126659835314,0.016062339146931965,0.00023350827562162887,8,sqrt,5,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5}",0.8078002988204621,0.7821475154046768,0.7975604371927082,0.795836083805949,0.010543445679540093,9
0.3894025484720866,0.0021509015886003536,0.015962839126586914,0.0006019560946679904,8,0.7,2,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 2}",0.8122841066864227,0.7882536723021492,0.8002050951003046,0.8002476246962922,0.009810429849540071,5
0.40030360221862793,0.01519092231285912,0.01574118932088216,0.0002922983473654025,8,0.7,5,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 5}",0.8180918037579609,0.7782712535448059,0.8012274466511045,0.7991968346512904,0.016319959020372192,7
0.25549475351969403,0.0010546704726797178,0.01802857716878255,0.00033525565343912737,,sqrt,2,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2}",0.8178313973892082,0.7904853415859705,0.7921942251210629,0.8001703213654139,0.012507738284033336,6
0.2356734275817871,0.0006409458001491469,0.016794999440511067,0.0002815514018474665,,sqrt,5,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5}",0.8037301587301587,0.7773956392866935,0.799229625856917,0.793451807957923,0.011501133663977444,10
0.45428959528605145,0.00652335041005671,0.0206756591796875,0.001967996128176303,,0.7,2,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 2}",0.8199134766117733,0.7925255457297037,0.7961707239164459,0.8028699154193076,0.012143147988180164,1
0.40729514757792157,0.00825308308490404,0.01643832524617513,0.00016986631728831245,,0.7,5,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 5}",0.814987013833745,0.7783991247757177,0.8085570670150295,0.8006477352081641,0.01594964061567844,4
