mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.012759844462076822,0.003092604863003974,0.006254275639851888,0.0010389801753184396,3,2,"{'model__max_depth': 3, 'model__min_samples_leaf': 2}",0.8044994427519597,0.781829863223184,0.7979491079168058,0.7947594712973166,0.009525677415146977,1
0.011375745137532553,0.0015975766579434194,0.006040732065836589,0.0010600068278749644,3,5,"{'model__max_depth': 3, 'model__min_samples_leaf': 5}",0.8044994427519597,0.781829863223184,0.7979491079168058,0.7947594712973166,0.009525677415146977,1
0.012759685516357422,0.0023699747306125543,0.005992015202840169,0.0005878233585071232,3,10,"{'model__max_depth': 3, 'model__min_samples_leaf': 10}",0.8044994427519597,0.781829863223184,0.7979491079168058,0.7947594712973166,0.009525677415146977,1
0.011143366495768229,0.00023387783773991564,0.005231777826944987,0.0004351363256128116,5,2,"{'model__max_depth': 5, 'model__min_samples_leaf': 2}",0.7682570221724649,0.7486581751181607,0.807097236039897,0.7746708111101742,0.0242848852410536,5
0.009913285573323568,0.00020123435151164052,0.004879077275594075,0.0002287215371320517,5,5,"{'model__max_depth': 5, 'model__min_samples_leaf': 5}",0.7735283861633387,0.7486581751181607,0.8057746271719027,0.7759870628178008,0.023382416356032023,4
0.010160446166992188,0.0003770498181074626,0.004851102828979492,0.00022086012453468253,5,10,"{'model__max_depth': 5, 'model__min_samples_leaf': 10}",0.7712330702819141,0.728029013782971,0.7344078144078144,0.7445566328242332,0.019041997635543165,11
0.012456496556599935,0.0022853132762618417,0.00520936648050944,0.0004413201246013306,8,2,"{'model__max_depth': 8, 'model__min_samples_leaf': 2}",0.7757265014657989,0.7380877186849711,0.7493951997458247,0.7544031399655315,0.015768726248256974,7
0.01077882448832194,0.00035883257313219406,0.004847923914591472,9.114812923630708e-05,8,5,"{'model__max_depth': 8, 'model__min_samples_leaf': 5}",0.7652617062108856,0.7459039447953297,0.7604794384757181,0.7572150298273111,0.008232982635847175,6
0.014224529266357422,0.0029396521780025776,0.006019433339436849,0.0007047829115333511,8,10,"{'model__max_depth': 8, 'model__min_samples_leaf': 10}",0.7691375770729626,0.7174547205569315,0.7600916676943315,0.7488946551080752,0.02253603385035842,9
0.013282299041748047,0.001510033527208737,0.007192691167195638,0.0007201574986557602,,2,"{'model__max_depth': None, 'model__min_samples_leaf': 2}",0.7570782189287115,0.7160043603187973,0.7345515930049412,0.7358780574174834,0.0167945446729012,12
0.015405813852945963,0.0016184483760748095,0.006131331125895183,0.0006873064241657079,,5,"{'model__max_depth': None, 'model__min_samples_leaf': 5}",0.7598688460134243,0.7351964553530111,0.7663940662068504,0.7538197891910953,0.013435426976882686,8
0.012586196263631185,0.000623747304842685,0.005256970723470052,0.0002775674472541428,,10,"{'model__max_depth': None, 'model__min_samples_leaf': 10}",0.7679460611685335,0.7162720496209162,0.7531014117821945,0.745773174190548,0.0217229244041947,10
